,keywords
tt0386180,"adult-animation,adult-humor,parody,cartoon-nudity,liberal,controversial,shock-humor,sexual-humor,crude-humor,gross-out-comedy,gay-stereotype,gay-interest,based-on-cartoon,2d-animation,absurd-comedy,crude-humor-comedy,raunchy-comedy,parody-comedy,mature-animation,female-nudity,female-rear-nudity,female-full-frontal-nudity,for-grown-ups-animation,satire-comedy,house,spoof,superhero,conservative,ethnic-humor,surrealism,anti-hero,racism,obscene-finger-gesture,satire"
tt4374208,"boy,sitcom-comedy,timeframe-2010s,timeframe-21st-century"
tt0321021,"mysterious-person,new-york-city,police-officer,fbi-federal-bureau-of-investigation,fbi-agent,police-procedural-crime,timeframe-2000s,timeframe-21st-century,missing,missing-people,death,investigation,detective,new-york-skyline,flashback,violence,victim,suspicion,suspect,shot-to-death,shooting,murder,murder-suspect,murder-investigation,latina,interview,interrogation,homicide,friend,friendship,female-fbi-agent,female-detective,federal-police,federal-agent,criminal,criminal-investigation,arrest,affection,kidnapping,female-agent,coworker-coworker-relationship,title-spoken-by-character"
tt10802170,"quirky-comedy,cringe-comedy,opportunity,observational-comedy,world,chance,expected,work"
tt0300865,"2000s,supernatural-power,psychotronic-series,raven-baxter-character,teenage-girl-as-protagonist,sitcom-comedy,friend,teenage-girl,psychic,fitting-in,teenage-protagonist,female-protagonist,misadventure,apostrophe-in-title,three-word-title,laugh-track,san-francisco-california,father-son-relationship,father-daughter-relationship,family-relationships,brother-sister-relationship,african-american,interracial-friendship,interracial-relationship,sitcom,actor-playing-multiple-roles,vegetarian,smart,school,girl-power,extrasensory-perception,character-name-in-title"
tt4602768,"female-protagonist,female-nudity,sex-with-friend's-wife,middle-aged-woman,extramarital-affair,domestic-drama,timeframe-2010s,timeframe-21st-century,female-star-appears-nude"
tt1758589,"christmas,holiday,character-name-in-series-title,new-york-city,based-on-young-adult-novel,opposites-attract,based-on-novel,ampersand-in-series-title,young-adult,black-best-friend,cancelled-after-one-season,feel-good-romance,timeframe-2020s,timeframe-21st-century,asian-culture,christmas-movie,holiday-movie,holiday-romance,asian-family,asian-woman,white-man-asian-woman-relationship,gay-asian-man,brother-sister-relationship,gay-friend,gay-character"
tt8235236,"cop-comedy,ineptitude,underachiever,criminal,adult-animation,police,surrealism,adult-humor,police-officer,small-town,violence,dog,police-chief,police-dog,absurd-comedy,sitcom,adult-cartoon,crude-humor-comedy,raunchy-comedy,for-grown-ups-animation,2d-animation,timeframe-2010s,timeframe-2020s,timeframe-21st-century,satire-comedy,mature-animation,blood,son,prison,sitcom-comedy"
tt6466208,"mumbai,grieving-father,husband-wife-relationship,police-officer,investigation,serial-killer-crime,cat-and-mouse,handsome-man,loss-of-daughter,divorce"
tt0057729,"unconventional-family,eccentric-family,famous-opening-theme,addams-family-characters,eccentricity,tall-man,fish-out-of-water,family-character-name-as-series-title,sitcom,cult-tv,psychotronic-series,family-as-protagonists,camp,campy,character-credited-as-self,cult-classic,three-word-title,dark-comedy,monster-horror,timeframe-1960s,timeframe-20th-century,quirky-comedy,laugh-track,macabre,butler,disembodied-hand,uncle-niece-relationship,uncle-nephew-relationship,mother-son-relationship,mother-daughter-relationship,husband-wife-relationship,haunted-house,father-son-relationship,father-daughter-relationship,family-relationships,horror-for-children,goth,black-comedy,marriage,light-bulb,brother-sister-relationship,occult,rich-family"
tt0096557,"1980s,chip-'n'-dale-characters,anthropomorphism,anthropomorphic-animal,cult-classic,action-girl,cartoon-chipmunk,cartoon-mouse,cartoon-horsefly,five-word-title,animal-protagonist,male-protagonist,squirrel,goggles,jumpsuit,talking-mouse,talking-animal,cheese,cat,alien-dinosaur,talking-cat,mad-scientist,zoo,shapeshifting-alien,reference-to-alien,panda-cub,wolf,submarine,crime-fighting,hat,sheepdog,stealing-an-egg,egg,invention,kitten,bat,animal-cruelty,building-collapse,flood,pirate,2d-animation,mafia,notre-dame,police,slapstick-comedy,sewer,shipwreck,iceberg,fog,military,penguin,anthropomorphic-chipmunk,anthropomorphic-mouse,anthropomorphic-fly,barefoot-cartoon-animal,fedora,bomber-jacket,hawaiian-shirt,mustache,blonde,chip-'n-dale-rescue-rangers,classic-animation,20th-century,crime-fighter,fat-guy,1990s,chipmunk,half-dressed-cartoon-animal,detective,romantic-rivalry,best-friend,friend,housefly,mouse,surrealism,loss-of-father,cult-tv,friendship,character-name-in-title"
tt0105929,"satire,f-rated,written-by-star,bad-parenting,rebellious,career-woman,working-woman,public-relations-agency,public-relations-executive,public-relations-industry,fashion-editor,magazine-editor,female-editor,drug-user,recreational-drug-use,fading-youth,reliving-glory-days,mod-subculture,mod,fear-of-growing-old,cigarette,new-york-city,sitcom-comedy,satire-comedy,laugh-track,name-dropping,best-friend,female-protagonist,sitcom,british-comedy,alternative-comedy,cult-tv,london-england,flashback,dream,social-commentary,promiscuous-mother,friends-who-hate-each-other,pop-culture,modeling,sister-sister-relationship,rollerblading,road-rage,pager,birthday,adoption,vodka,traffic-violation,surgery,supermarket,retreat,new-year's-eve,college,public-relations,marijuana,liberal,gay,fire,ex-husband-ex-wife-relationship,drug-use,conservative,cocaine,cigarette-smoking,botox,interracial-relationship,mother-daughter-relationship,fashion,new-york"
tt8741290,"science,retrofuturism,dystopian-sci-fi,nudity,lgbt,female-nudity,social-sci-fi,anthology,rural-drama,small-town,pastoral-sci-fi,mystery-box,magical-realism"
tt1179817,"generation-y,disney,teen-comedy,teen-drama,timeframe-2000s,timeframe-2010s,timeframe-21st-century,teenager,pregnancy,high-school-student,high-school,college,affair,coming-of-age,gay-kiss,gay,gay-relationship,lesbian-relationship,female-female-kiss,lesbian,teenage-boy,dating,teenage-girl,teenage-mother,abstinence,friendship,friend,divorce,family-relationships,gay-parent,lesbian-mother,interracial-relationship,divorced-parents,boyfriend-girlfriend-relationship,unwed-mother,mother-daughter-relationship,father-daughter-relationship,teen-pregnancy,expectant-mother"
tt8531222,"rapper,los-angeles-california,manager,lyrics,beat-composer,percussion,white-rapper,rap-music,timeframe-2020s,timeframe-21st-century,female-star-appears-semi-nude"
tt14500082,"sequel,group-of-friends,father,best-friend,friend,growing-up,architect,felling,love,hulu,mother,sequel-to-tv-series,friendship,romantic,life,sitcom,partner,dating,humor,spin-off,laugh-track,2020s,year-2022,true-love,timeframe-2020s,sitcom-comedy"
tt6439752,"1980s,cia-central-intelligence-agency,u.s.-government,cia-conspiracy,gangster-crime,iran-contra,government-conspiracy,covert-operation,drug-smuggling,conspiracy,complicity,drug-smuggler,drug-dealing,drug-dealer,government-cover-up,contras,nicaragua,government-corruption,war-on-drugs,corruption,african-american,inner-city,tv-show,crack-epidemic,crack-cocaine,los-angeles-california,nicaraguan-contras,drug-war,african-american-lead-character,black-community,hispanic,cia-drug-trafficking,california,urban-setting,cocaine-smuggler,international-relations,united-states-of-america,politics,arms-deal,cover-up,drugs,cocaine,crack,narcotics,drug-epidemic,neighborhood,friend,ghetto,teenager,south-central-los-angeles,central-america,reference-to-the-contras-of-nicaragua,clandestine-operation,clandestine,reference-to-iran-contra-affair,iran-contra-affair,iran-contra-scandal,black-ops,black-operation,reference-to-the-iran-contra-scandal,year-1983,black-gangster,cocaine-trafficking,israeli-gangster,israeli-mobster,israeli-mob,israeli-mafia,jewish-mob,jewish-gangster,jewish-mobster,jewish-mafia,dea-agent,cia-operative,dea-drug-enforcement-administration"
tt0259141,"action-girl,2000s,2d-animation,crime-organization,chinese-zodiac,chinese-culture,asia,supernatural-power,chinese-mythology,archaeologist,interview,timeframe-2000s,superhero,superhero-action,superhero-fantasy,jackie-chan-character,talisman,martial-arts,tough-girl,tough-guy,stylized-violence,parkour,one-man-army,kung-fu,mild-violence,violence,heroine,action-hero,hero,uncle-niece-relationship,uncle-nephew-relationship,villain-turns-good,wizard,spell,secret-agent,criminal-syndicate,archeologist,agent,part-live-action,part-animated,demon,character-name-in-title"
tt1280822,"supernatural-power,secretary,employer-employee-relationship,body-swap-comedy,car,overweight,lawyer,inner-beauty,car-crash,aspiring-model,educated-brain,past-life,lost-love,colleague-colleague-relationship,coworker-coworker-relationship,cosmic-mistake,body-switching,friendship,guardian-angel,executive-assistant,workplace-rivalry,former-fiance,female-lawyer,back-from-the-dead,law-firm,heaven,assistant"
tt14069590,"based-on-video-game,magician,dragon,princess,warrior,sword,anime,knight,blood,violence,magic,possessed-by-a-dragon,demon-lord,american-anime,racist-against-elves,gore,evil-paladin,female-paladin,evil-female-paladin,mute-woman,female-bodyguard,exiled-princess,dragon-hunter,romantic-interest,pet-lion,white-lion,riding-a-lion,lotus,female-cult,evil-female-cult,massacre,religious-fanaticism,female-zealot,mage,glowing-eyes,female-assassin,were-dragon,atrocity,female-elf,teleportation,dragon-ball,quest,punctuation-in-series-title,apostrophe-in-series-title,elf,goddess,f-word,dark-fantasy,supernatural-fantasy,armor,animal-name-in-title,power,anime-animation,epic-fantasy,2d-animation,enemies,mission"
tt2300923,"woman-wears-eyeglasses,timeframe-21st-century,sportscaster,black-comedy,imperative-in-title,group-therapy"
tt5057130,"15th-century,medici,dynasty,italian-history,european-history,renaissance-italy,florence-italy,based-on-real-person,banker,upper-class,costume-drama,venice-italy,medieval-times,poisoning,wealth,faithful-wife,art-lover,bank,political-ambition,concubine,sexuality,italian-culture,costume-drama-history,deceased-father,epic-history,domestic-drama,european-historical-setting,italian-historical-setting,female-rear-nudity,1400s,secret,rise-to-power,exile,period-drama,betrayal,ambitious-man,papal-conclave,mistress,papal,cardinal,incarceration,poison,husband-wife-relationship,ambition,father-son-relationship,cathedral,pope,papal-election,holy-see,italy,arranged-marriage,italian-renaissance,bearded-man,political-unrest,renaissance,power-play,affair,jealousy,passionate-sex,priest,catholic-church,topless-woman,female-nudity,sex-scene,flashback,cheating-husband,political-thriller,murder-mystery,dead-father,plague,architecture,aristocracy,politics,based-on-true-story"
tt7472896,"gangster-romanticization,hitman,dark-comedy,organized-crime,timeframe-2010s,timeframe-21st-century,timeframe-2020s,gangster-crime"
tt2396135,"scotland,location-in-title,shetland-islands-scotland,police-investigation,police-detective,british-police,island-community,one-word-title,scene-of-the-crime,gritty,2010s,detective-inspector,scottish,2020s,island,north-sea,british-island,shetlands,british,murder,investigation,police-station,community,rural-setting,landscape,interrogation,location-as-title,police-procedural-crime,cop-drama,whodunnit-mystery,based-on-novel,scottish-man"
tt10577736,"iran-israel-relations,computer,mossad-agent,mossad,computer-hacker,tehran-iran,islamic-revolutionary-guard-corps,dictatorship,refrence-to-islamic-dictatorship-of-iran,anti-semitic-ideology,reference-to-iran-nuclear-deal,nuclear-weapon,persian-jews,place-name-in-title,spy-thriller,timeframe-2020s,timeframe-21st-century,iran,israel,islam,judaism,persian,political-drama,organized-crime"
tt1826805,"passenger-plane,airliner,airline-employee,airport,pan-american-airlines,jet,pan-american-airways,airplane,airplane-stewardess,1960s,timeframe-1960s,commercial-air-travel,contemporary-history,airline,airline-stewardess,american-historical-setting,contemporary-historical-setting,period-piece,passenger-jet,period-drama,pan-am,working-woman,stewardess,female-protagonist,clipper-jet,boeing-707,world-travel,cold-war-era,cold-war,airplane-pilot,20th-century,cia-central-intelligence-agency,timeframe-20th-century,airline-industry"
tt2379308,"criminal,police,psychopath,passivity,dystopia,japan,near-future,psychotronic-series,artificial-intelligence,hologram,female-police-officer,lesbian-interest,brief-female-nudity,female-rear-nudity,shower,mature-animation,handheld-weapon,dominator,inspector,drone,law-enforcement-officer,hyphen-in-series-title,enforcer,weapon,police-officer,police-investigation,villain,city,two-word-series-title,for-grown-ups-animation,anime-animation,japanese-cyberpunk,brutality,neo-noir,breasts,cigarette-smoking,death,serial-murder,exhaustion,insanity,social-media,female-topless-nudity,lesbian-sex,nude-drawing,female-nudity,nudity,eye-removal,conspiracy,woman-wears-underwear,strategically-covered-nudity,sniper,doctor,gore,medical-clinic,revenge,conspiracy-theory,splicing,murder-of-grandmother,cyborg,sentinel,explosion,mother-son-relationship,law-officer,sequel,master-criminal,running-out-of-time,chase,scan,mob-rule,factory,friend-in-danger,deception,online,musician,rock-singer,rock-concert,manhunt,kidnapping,lesbian,copycat,sociopath,internet,prison,trap,human-nature,freedom,pretending-to-be-someone-else,anarchist,escape,betrayal,cooperation,deal,debate,terrorist,sabotage,twist,hacker,investigation,father-son-relationship,quotation,revolution,mastermind,psychosis,brain,android,robot,philosopher,anarchy,murder,professor,cyberpunk,japanese,female-protagonist,precognition,future,philosophy,sociology,psychology"
tt0158417,"dice-game,throne,exile,epic,krishna-the-hindu-deity,mythology,knowledge,selfless-act,brother-vs-brother,archery,arjun,bheeshma,duryodhana,bheema,yudhishtra,dronacharya,karna,draupadi,nakula,sahadeva,dushasana,shakuni,kunti,gandhari,vidura,dhiristrastra,ashwathama,yuyutsu,abhimanyu,ghatothkacha,uttara,indian-mythology,krishna,dushala,iravan,chitrangadha,dussalan,jalagandha,sama,saha,vindha,anuvindha,durmuka,chitrasena,durdarsha,durmarsha,dussaha,durmada,vikarna,dushkarna,durdhara,vivinsati,durmarshana,durvishaha,durvimochana,dushpradharsha,durjaya,jaitra,bhurivala,ravi,jayatsena,sujata,srutavan,srutanta,jayat,chitra,upachitra,charuchitra,chitraksha,sarasana,chitrayudha,chitravarman,suvarma,sudarsana,dhanurgraha,vivitsu,subaahu,nanda,upananda,kratha,vatavega,nishagin,kavashin,paasi,vikata,soma,suvarchasas,dhanurdhara,ayobaahu,mahabaahu,chithraamga,chithrakundala,bheemaratha,bheemavega,bheemabela,ugraayudha,kundhaadhara,vrindaaraka,dridhavarma,dridhakshathra,dridhasandha,jaraasandha,sathyasandha,sadaasuvaak,ugrasravas,ugrasena,senaany,aparaajitha,kundhasaai,dridhahastha,suhastha,suvarcha,aadithyakethu,ugrasaai,kavachy,kradhana,kundhy,bheemavikra,alolupa,abhaya,dhridhakarmaavu,dhridharathaasraya,anaadhrushya,kundhabhedy,viraavy,pradhama,amapramaadhy,deerkharoma,suveeryavaan,dheerkhabaahu,kaanchanadhwaja,kundhaasy,virajas,agni,varuna,chanura,pandu,ganga,satyavati,shantanu,kripacharya,drupada,subhadra,dhrishtadyumna,balram,mushtika,madri,shikhandi,bakasura,shalya,ved-vyas,rukmini,radha,kans,devaki,bharat,vichitravirya,amba,yashoda,nand,ambika,ambalika,sanjay,jarasandh,jayadratha,virata,uttar,shalv-kumar,shishupala,eklavya,vasudev,hanuman,kichak,indra,shiva,brahma,vishnu,vayu,balarama,satyaki,kritavarma,jambovati,satyajit,satyabama,kuchela,bootana,uttamaujas,yudhamanyu,kumar,vrika,panchalya,suratha,shatrunjaya,janamejaya,kokila,babruvahana,prativindhya,sutasoma,srutakarma,srutasena,shatanika,uloopi,aryaka,pareekshit,kanka,ballava,brihanala,tantripala,granthika,sairandhari,satrajit,kripi,sudheshana,jambovan,urvashi,ramba,menaka,tilothama,ghritachi,kirmira,narakasura,susharma,bagheerata,sukethu,dhaumya,bharadwaja,dhurvasa,mooka,somadutt,bhoorishravas,vrishasena,lakshmana-kumar,hidimba,hidimbaa,barbareek,parikshit,kurukshetra,phalguna,partha,kreeti,swethavahana,savyasachi,bibatsu,jisnu,vijaya,pradyumna,rukmi,parashara,adhiratha,radheya,jara,akroora,god,emperor,behead,good-versus-evil"
